isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780140178975,014017897X,Essays,not available,Michel de Montaigne,Literary Collections,http://books.google.com/books/content?id=VC_xLwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reflections by the creator of the essay form display the humane, skeptical, humorous, and honest views of Montaigne, revealing his thoughts on sexuality, religion, cannibals, intellectuals, and other unexpected themes. Included are such celebrated works as ""On Solitude,"" ""To Philosophize Is to Learn How to Die,"" and ""On Experience.""",1993.0,4.23,416.0,1121.0
9780140188264,0140188266,North of South,An African Journey,Shiva Naipaul,Social Science,http://books.google.com/books/content?id=hxdDSQJaEAgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction. In North and South, Elizabeth Gaskell skillfully fused individual feeling with social concern, and in Margaret Hale created one of the most original heroines of Victorian literature.",1996.0,3.93,352.0,264.0
9780140189223,014018922X,Six Characters in Search of an Author and Other Plays,not available,Luigi Pirandello,Drama,http://books.google.com/books/content?id=AU4McHk5cewC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Accompanied by two additional plays, presents the classic drama about literature and reality in which six characters involved in their own family drama come to life at a theater in the midst of a rehearsal, insisting that the theatrical company complete their story.",1995.0,3.95,224.0,2888.0
9780140189643,0140189645,The Crucible,A Play in Four Acts,Arthur Miller,Drama,http://books.google.com/books/content?id=y408PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play revealing the Salem witch trials of the late seventeenth century and the problem of guilt by association,1995.0,3.57,176.0,1297.0
9780140189865,0140189866,Species of Spaces and Other Pieces,not available,Georges Perec,Literary Collections,http://books.google.com/books/content?id=HUjYoKnUbl8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This selection of non-fictional work from the author of Life, a User's Manual, demonstrates Georges Perec's characteristic lightness of touch, wry humour and accessibility.",1997.0,4.28,292.0,1295.0
9780140191912,0140191917,The Act of Creation,not available,Arthur Koestler,Philosophy,http://books.google.com/books/content?id=tJC5pDXFY8oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author examines the idea that we are at our most creative when rational thought is suspended-for example, in dreams and trancelike states.",1964.0,4.26,752.0,349.0
9780140191929,0140191925,The Ghost in the Machine,not available,Arthur Koestler,Philosophy,http://books.google.com/books/content?id=tJS-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An examination of the human impulse towards self-destruction suggests that in the course of human evolution, a pathological split between emotion and reason developed",1990.0,4.01,400.0,450.0
9780140193701,0140193707,Holy Madness,"The Shock Tactics and Radical Teachings of Crazy-Wise Adepts, Holy Fools, and Rascal Gurus",Georg Feuerstein,Religion,http://books.google.com/books/content?id=J08zswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discusses the ""crazy wisdom"" of adepts, spiritual teachers, and gurus from all of the world's ancient spiritual traditions and explores the relationship between radical teachers and their disciples,",1992.0,3.71,320.0,15.0
9780140244915,0140244913,How the Mind Works,not available,Steven Pinker,Philosophy,http://books.google.com/books/content?id=O521DV3v47wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Presented with extraordinary lucidity, cogency and panache...Powerful and gripping...To have read [the book] is to have consulted a first draft of the structural plan of the human psyche...a glittering tour de force"" - Spectator ""Why do memories fade? Why do we lose our tempers? Why do fools fall in love? Pinker's objective in this erudite account is to explore the nature and history of the human mind...He explores computations and evolutions, and then considers how the mind lets us ""see, think, feel, interact, and pursue higher callings like art, religion and philosophy"" - Sunday Times",1999.0,3.97,660.0,225.0
9780140247725,0140247726,The Crucible,Text and Criticism,Arthur Miller,Drama,http://books.google.com/books/content?id=nYZZ-O2L-EMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Earlier version copyright under title Those familiar spirits""-- T.p. verso.",1996.0,3.57,484.0,101.0
9780140247732,0140247734,Death of a Salesman,not available,Gerald Clifford Weales,Drama,http://books.google.com/books/content?id=ozfxngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The tragedy of a typical American--a salesman who at the age of sixty-three is faced with what he cannot face; defeat and disillusionment.,1967.0,3.5,448.0,900.0
9780140251579,014025157X,The Making of Pride and Prejudice,not available,Sue Birtwistle;Susie Conklin,Performing Arts,http://books.google.com/books/content?id=ssBRUQiDk74C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This book reveals in detail how Jane Austen's classic novel is transformed into a stunning television drama. Filmed on location at Wiltshire and Derbyshire, 'Pride and Prejudice', with its lavish sets and distinguished cast, was scripted by award-winning dramatist Andrew Davies. Chronicling 18 months of work - from the original concept to the first broadcast - 'The Making of Pride and Prejudice' brings vividly to life the challenges and triumphs involved in every stage of production of this sumptuous television series. Follow a typical day's filming, including the wholesale transformation of Lacock village into Jane Austen's Meryton. Discover how Colin Firth approaches the part of Darcy, how actors' costumes and wigs are designed and how Carl Davis recreates the period music and composes an original score. Piece together the roles of many behind-the-scenes contributors to the series, from researchers and fencing masters to experts in period cookery and gardening.",1995.0,4.43,128.0,3860.0
9780140264920,0140264922,Existentialists and Mystics,Writings on Philosophy and Literature,Iris Murdoch,Philosophy,http://books.google.com/books/content?id=gvsK6oOwe4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of the author's most influential essays and short works includes her critique of existentialism, her two dialogues on art and religion, key texts on the continuing importance of the sublime, the concept of love, and more.",1999.0,4.1,576.0,176.0
9780140275018,0140275010,Cod,A Biography of the Fish that Changed the World,Mark Kurlansky,History,http://books.google.com/books/content?id=6dKOlWVzT8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A history of the fish that has led to wars, stirred revolutions, sustained economies and diets, and helped in the settlement of North America features photographs, drawings, and recipes, as well as the natural history of this much sought after fish",1998.0,3.9,294.0,923.0
9780140285970,0140285970,Shadows and Wind,A View of Modern Vietnam,Robert Templer,History,http://books.google.com/books/content?id=CFiaQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines the problems facing modern Vietnam, a country emerging from its troubled past into a new world marked by conspicuous consumption and a lifestyle of leisure",1998.0,3.48,400.0,101.0
9780140286014,0140286012,Wanderlust,A History of Walking,Rebecca Solnit,Social Science,http://books.google.com/books/content?id=_R2MDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A cultural history of walking explores the ancient practice, from ancient Greece to the present, delving into Wordsworth, Gary Snyder, Rousseau, Jane Austen, and other cultural and literary icons to show how this basic activity has been imagined throughout history. 17,500 first printing.",2001.0,3.92,326.0,209.0
9780140298512,0140298517,The Basque History of the World,not available,Mark Kurlansky,History,http://books.google.com/books/content?id=9P0gvGJSwJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A history of the Basque people of Spain speculates on the origins of this enigmatic group of Europeans whose language and culture have long baffled anthropologists. Reprint.,1999.0,3.84,400.0,3259.0
9780140366600,0140366601,The Puffin Book of Nonsense Verse,not available,Quentin Blake,Juvenile Nonfiction,http://books.google.com/books/content?id=hMjTHea0roQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lively, upbeat collection of nonsense verse for all the family, including Lear, Carroll, Belloc and Nash, with Quentin Blake's wonderfully loopy illustrations.",1996.0,4.04,287.0,76.0
9780140422153,0140422153,The Complete Poems,not available,William Blake,Literary Criticism,http://books.google.com/books/content?id=oYAsTM2q0rEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Contains all of Blake's poetry with full annotation and a glossary of proper names.,1977.0,4.29,1072.0,7584.0
9780140424386,0140424385,The Canterbury Tales,not available,Geoffrey Chaucer,Poetry,http://books.google.com/books/content?id=Ek_-lNfzGUcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Now as I've drunk a draught of corn-ripe ale, By God it stands to reason I can strike On some good story that you all will like' In The Canterbury Tales Chaucer created one of the great touchstones of English literature, a masterly collection of chivalric romances, moral allegories and low farce. A story-telling competition within a group of pilgrims from all walks of life is the occasion for a series of tales that range from the Knight's account of courtly love and the ebullient Wife of Bath's Arthurian legend, to the ribald anecdotes of the Miller and the Cook. Rich and diverse, The Canterbury tales offers us an unrivalled glimpse into the life and mind of medieval England. Nevill Coghill's masterly and vivid modern English verse translation is rendered with consummate skill to retain all the vigour and poetry of Chaucer's fourteenth-century Middle English.",2003.0,3.49,504.0,161011.0
9780140433395,0140433392,The Birth of Tragedy,Out of the Spirit of Music,Friedrich Nietzsche,Literary Criticism,http://books.google.com/books/content?id=kJax-CzC3LoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents an argument for the necessity for art in life. This book is based on the author's enthusiasms for Greek tragedy, for the philosophy of Schopenhauer and for the music of Wagner. It outlines a distinction between two central forces: the Apolline, representing beauty and order, and the Dionysiac, a primal or ecstatic reaction to the sublime.",1993.0,3.98,160.0,9522.0
9780140436327,0140436324,Selected Writings,not available,Saint Thomas (Aquinas);Ralph McInerny;Ralph M. McInerny,Literary Collections,http://books.google.com/books/content?id=0rAbqAjBba8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Brings together sermons, commentary responses to criticism, and substantial extracts from the ""Summa Theologiae,"" arranged chronologically.",1998.0,3.9,841.0,594.0
9780140437911,0140437916,Saint Joan,not available,George Bernard Shaw,Drama,http://books.google.com/books/content?id=9S6eVEmCko4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of Shaw's most unusual and enduringly popular plays. With SAINT JOAN (1923) Shaw reached the height of his fame and Joan is one of his finest creations; forceful, vital, and rebelling against the values that surround her. The play distils Shaw's views on the subjects of politics, religion and creative evolution.",2003.0,3.79,160.0,5789.0
9780140440225,0140440224,The Canterbury Tales,not available,Geoffrey Chaucer,Poetry,http://books.google.com/books/content?id=ab8tos14Ti0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A retelling of the medieval poem about a group of travelers on a pilgrimage to Canterbury and the tales they tell each other,1977.0,3.49,489.0,1024.0
9780140440461,0140440461,"The Comedy of Dante Alighieri, the Florentine: Purgatory",not available,Dante Alighieri,Poetry,http://books.google.com/books/content?id=sQb_yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The most celebrated work of Dante is the Divine comedy--a vision of hell, purgatory and heaven that provides a strangely surrealistic view of medieval attitudes on religious dogma and the price of disobedience.",1949.0,4.02,388.0,341.0
9780140440935,0140440933,Faust,not available,Johann Goethe,Drama,http://books.google.com/books/content?id=IYSxmzIyouoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A brief analysis of the development, style, and protagonists of the play is included with Goethe's masterpiece about a troubled man who sells his soul to the devil.",1959.0,3.73,288.0,120.0
9780140441055,0140441050,The Divine Comedy & Paradise,not available,Dante Alighieri,Poetry,not available,"In Paradise, having plunged to the uttermost depths of Hell and climbed the Mount of Purgatory, Dante ascends to Heaven, continuing his soul's search for God, guided by his beloved Beatrice. As he progresses through the spheres of Paradise he grows in understanding, until he finally experiences divine love in the radiant presence of the deity. Examining eternal questions of faith, desire and enlightenment, Dante exercised all his learning and wit, wrath and tenderness in his creation of one of the greatest of all Christian allegories.",1962.0,3.95,400.0,11130.0
9780140441123,0140441123,Prometheus Bound and Other Plays,not available,Aeschylus;Philip Vellacott,Drama,http://books.google.com/books/content?id=0gbclW98ougC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aeschylus (525;456 BC) brought a new grandeur and epic sweep to the drama of classical Athens, raising it to the status of high art. In Prometheus Bound the defiant Titan Prometheus is brutally punished by Zeus for daring to improve the state of wretchedness and servitude in which mankind is kept. The Suppliants tells the story of the fifty daughters of Danaus who must flee to escape enforced marriages, while Seven Against Thebes shows the inexorable downfall of the last members of the cursed family of Oedipus. And The Persians, the only Greek tragedy to deal with events from recent Athenian history, depicts the aftermath of the defeat of Persia in the battle of Salamis, with a sympathetic portrayal of its disgraced King Xerxes. Philip Vellacott's evocative translation is accompanied by an introduction, with individual discussions of the plays, and their sources in history and mythology.",1961.0,4.1,160.0,4075.0
9780140441222,0140441220,"Iphigenia, Phaedra, Athaliah",not available,Jean Racine,Drama,http://books.google.com/books/content?id=pNT4xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Strongly influenced by Classical drama, Jean Racine (1639–99) broke away from the grandiose theatricality of baroque drama to create works of intense psychological realism, with characters manipulated by cruel and vengeful gods. Iphigenia depicts a princess’s absolute submission to her father’s will, despite his determination to sacrifice her to gain divine favour before going to war. Described by Voltaire as ‘the masterpiece of the human mind’, Phaedra shows a woman’s struggle to overcome her overwhelming passion for her stepson – an obsession that brings destruction to a noble family. And Athaliah portrays a ruthless pagan queen, who defies Jehovah in her desperate attempt to keep the throne of Jerusalem from its legitimate heir.",1970.0,3.85,320.0,296.0
9780140441376,0140441379,The Nibelungenlied,not available,A. Hatto,Literary Collections,http://books.google.com/books/content?id=nCV_E8HJkNUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Written by an unknown author in the twelfth century, this powerful tale of murder and revenge reaches back to the earliest epochs of German antiquity, transforming centuries-old legend into a masterpiece of chivalric drama. Siegfried, a great prince of the Netherlands, wins the hand of the beautiful princess Kriemhild of Burgundy, by aiding her brother Gunther in his struggle to seduce a powerful Icelandic Queen. But the two women quarrel, and Siegfried is ultimately destroyed by those he trusts the most. Comparable in scope to the Iliad, this skilfully crafted work combines the fragments of half-forgotten myths to create one of the greatest epic poems - the principal version of the heroic legends used by Richard Wagner, in The Ring.",1965.0,3.87,404.0,3893.0
9780140441529,0140441522,The Wasps,The Poet and the Women ; The Frogs,Aristophanes,Drama,http://books.google.com/books/content?id=jInV9Bd_Z88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 'The Wasps' an old-fashioned father and his loose-living son come to blows--and end up in court; elsewhere Aristophanes milks the clash of generations for all it is worth by sending up the purveyors of new ideas like Socrates and Euripides (the most controversial of the great tragedians). In 'The Poet and the Women' Euripides, accused of misogyny, gets a relative in drag to infiltrate an all-woman festival and find out what revenge is being plotted, with predictable bawdy results. In 'The Frogs, ' written in the darkest days of the Peloponnesian War, the god Dionysus descends to the Underworld to find a poet to bring back: does Athens in her hour of danger need the traditional wisdom of Aeschylus or the brilliant modern cleverness of Euripides? As the great debate proceeds, Aristophanes combines parody with slapstick and political discussion with pantomime high spirit, to produce a hilarious and unique masterpiece.",1964.0,3.95,224.0,372.0
9780140442410,0140442413,Germania,not available,Cornelius Tacitus,History,http://books.google.com/books/content?id=-TCOs_SFAy0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Agricola is both a portrait of Julius Agricola – the most famous governor of Roman Britain and Tacitus' well-loved and respected father-in-law – and the first detailed account of Britain that has come down to us. It offers fascinating descriptions of the geography, climate and peoples of the country, and a succinct account of the early stages of the Roman occupation, nearly fatally undermined by Boudicca's revolt in AD 61 but consolidated by campaigns that took Agricola as far as Anglesey and northern Scotland. The warlike German tribes are the focus of Tacitus' attention in the Germania, which, like the Agricola, often compares the behaviour of 'barbarian' peoples favourably with the decadence and corruption of Imperial Rome.",1970.0,3.98,174.0,3895.0
9780140442571,014044257X,Philosophical Dictionary,not available,Francois Voltaire,Literary Collections,http://books.google.com/books/content?id=a8BK7o9SFnIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Voltaire's Philosophical Dictionary, first published in 1764, is a series of short, radical essays - alphabetically arranged - that form a brilliant and bitter analysis of the social and religious conventions that then dominated eighteenth-century French thought. One of the masterpieces of the Enlightenment, this enormously influential work of sardonic wit - more a collection of essays arranged alphabetically, than a conventional dictionary - considers such diverse subjects as Abraham and Atheism, Faith and Freedom of Thought, Miracles and Moses. Repeatedly condemned by civil and religious authorities, Voltaire's work argues passionately for the cause of reason and justice, and criticizes Christian theology and contemporary attitudes towards war and society - and claims, as he regards the world around him: 'common sense is not so common'.",1972.0,4.09,400.0,1360.0
9780140442724,0140442723,Li Po and Tu Fu,not available,Arthur R. V. Cooper,Poetry,http://books.google.com/books/content?id=S4SPUkPIIZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Offers translations of poems by the two Chinese writers.,1973.0,4.11,256.0,359.0
9780140442755,0140442758,Phaedrus,"And, The Seventh and Eighth Letters",Plato,Philosophy,http://books.google.com/books/content?id=fNHF-hAPJdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Set in the idyllic countryside outside Athens, the Phraedrusis a dialogue between the philosopher Socrates and his friend Phaedrus, inspired by their reading of a clumsy speech by the writer Lysias on the nature of love. Their conversation develops into a wide-ranging discussion on such subjects as the pursuit of beauty, the immortality of the soul and the attainment of truth, and ends with an in-depth consideration of the principles of rhetoric. Probably a work of Plato's maturity, the Phaedrusrepresents a high point in his achievement as a writer. This volume also contains two of his letters, which discuss his involvement in politics, in particular his role as adviser to Dionysius II of Syracuse, which are crucial documents for our understanding of Plato's life and career.",1973.0,4.12,160.0,216.0
9780140443073,014044307X,Love,not available,Stendhal,Literary Collections,http://books.google.com/books/content?id=ungt2wstvLQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1818, when he was in his mid-thirties, Stendhal met and fell passionately in love with the beautiful Mathilde Dembowski. She, however, was quick to make it clear that she did not return his affections, and in his despair he turned to the written word to exorcise his love and explain his feelings. The result is an intensely personal dissection of the process of falling - and being - in love: a unique blend of poetry, anecdote, philosophy, psychology and social observation. Bringing together the conflicting sides of his nature, the deeply emotional and the coolly analytical, Stendhal created a work that is both acutely personal and universally applicable.",1975.0,3.73,336.0,1043.0
9780140443332,0140443339,The Oresteia,not available,Aeschylus,Drama,http://books.google.com/books/content?id=NtSGKcgMIlIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A trilogy of plays dramatizes the murder of Agamemnon by his wife, Clytaemnestra, the revenge of her son, Orestes, and his judgement by the court of Athena",1984.0,4.01,335.0,27759.0
9780140443486,0140443487,Lun Yü,not available,Confucius,Philosophy,http://books.google.com/books/content?id=1e7XlNv5oX0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Confucius' teachings, preserved by his students, consist of aphorisms and parables that illustrate his views on morality",1979.0,3.84,249.0,11565.0
9780140444087,0140444084,Love Visions,not available,Geoffrey Chaucer,Literary Criticism,http://books.google.com/books/content?id=renlXZJKGy4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Gathers four of Chaucer's longer poems that depict poetic dreams about the rituals and emotions of courtly love,1983.0,3.58,272.0,67.0
9780140444421,0140444424,Divina Commedia. English,not available,Dante Alighieri,Poetry,http://books.google.com/books/content?id=PCLZxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Detailed notes accompany a modern English translation of Dante's epic poem about a spiritual pilgrim led by the ghost of Virgil through the circles of hell,1985.0,4.02,399.0,734.0
9780140444438,0140444432,Divina Commedia. English,not available,Dante Alighieri,Poetry,http://books.google.com/books/content?id=wMZdyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dante relates his mystical interpretation of the heavens, and his moment of transcendent glory, as he journeys, first with Beatrice, then alone, toward the Trinity. Including an interpretive commentary, a glossary and bibliography, this translation seeks to clarify the theological themes and make Dante accessible to the English-speaking public.",1986.0,3.95,433.0,354.0
9780140445145,0140445145,Twilight of Idols and Anti-Christ,not available,Friedrich Nietzsche,Philosophy,http://books.google.com/books/content?id=-ur_M2YcDYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Twilight of the Idols', an attack on all the prevalent ideas of his time, offers a lightning tour of his whole philosophy. It also prepares the way for 'The Anti-Christ', a final assault on institutional Christianity. Both works show Nietzsche lashing out at self-deception, astounded at how often morality is based on vengefulness and resentment. Both reveal a profound understanding of human mean-spiritedness which still cannot destroy the underlying optimism of Nietzsche, the supreme affirmer among the great philosophers.",1990.0,4.16,208.0,6906.0
9780140445770,0140445773,Either/Or,A Fragment of Life,Soren Kierkegaard,Philosophy,http://books.google.com/books/content?id=qUA-_xdRPgAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Either/Or, using the voices of two characters - the aesthetic young man of part one, called simply 'A', and the ethical Judge Vilhelm of the second section - Kierkegaard reflects upon the search for a meaningful existence, contemplating subjects as diverse as Mozart, drama, boredom, and, in the famous Seducer's Diary, the cynical seduction and ultimate rejection of a young, beautiful woman. A masterpiece of duality, Either/Or is a brilliant exploration of the conflict between the aesthetic and the ethical - both meditating ironically and seductively upon Epicurean pleasures, and eloquently expounding the noble virtues of a morally upstanding life.",2004.0,4.17,640.0,6148.0
9780140446043,0140446044,The Complete Essays,not available,Michel Montaigne,Literary Collections,http://books.google.com/books/content?id=K_BuQw1SV_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1572 Montaigne retired to his estates in order to devote himself to leisure, reading and reflection. There he wrote his constantly expanding 'essays', inspired by the ideas he found in books from his library and his own experience. He discusses subjects as diverse as war-horses and cannibals, poetry and politics, sex and religion, love and friendship, ecstasy and experience. Above all, Montaigne studied himself to find his own inner nature and that of humanity. The Essays are among the most idiosyncratic and personal works in all literature. An insight into a wise Renaissance mind, they continue to engage, enlighten and entertain modern readers.",2004.0,4.23,1344.0,10321.0
9780140446364,0140446362,Poetics,not available,Aristotle;Malcolm Heath,Literary Criticism,http://books.google.com/books/content?id=FECr16HHxW4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides a translation of Aristotle's classic study of the nature of poetry.,1996.0,3.82,138.0,11935.0
9780140447200,0140447202,Maxims and Reflections,not available,Johann Goethe,Literary Collections,http://books.google.com/books/content?id=-2RWY230tW0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Throughout his long, hectic and astonishingly varied life, Johann Wolfgang von Goethe (1749�1832) would jot down his passing thoughts on theatre programmes, visiting cards, draft manuscripts and even bills � Goethe was probably the last true �Renaissance Man�. Although employed as a Privy Councillor at the Duke of Weimar�s court, where he helped oversee major mining, road-building and irrigation projects, he also painted, directed plays, carried out research in anatomy, botany and optics � and still found time to produce masterpieces in every literary genre. His fourteen hundred Maxims and Reflections reveal some of his deepest thought on art, ethics, literature and natural science, but also his immediate reactions to books, chance encounters or his administrative work. Although variable in quality, the vast majority have a freshness and immediacy which vividly conjure up Goethe the man. They make an ideal introduction to one of the greatest of European writers.",2005.0,3.8,208.0,255.0
9780140447262,0140447261,The Bacchae and Other Plays,not available,Euripides;John N. Davie;R. B. Rutherford,Drama,http://books.google.com/books/content?id=mWhUeP5STaEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Through their sheer range, daring innovation, flawed but eloquent characters and intriguing plots, the plays of Euripides have shocked and stimulated audiences since the fifth century BC. Phoenician Women portrays the rival sons of King Oedipus and their mother�s doomed attempts at reconciliation, while Orestes shows a son ravaged with guilt after the vengeful murder of his mother. In the Bacchae, a king mistreats a newcomer to his land, little knowing that he is the god Dionysus disguised as a mortal, while in Iphigenia at Aulis, the Greek leaders take the horrific decision to sacrifice a princess to gain favour from the gods in their mission to Troy. Finally, the Rhesus depicts a world of espionage between the warring Greek and Trojan camps.",2005.0,4.13,360.0,153.0
9780140447606,0140447601,Democracy in America,And Two Essays on America,Alexis Tocqueville;Gerald Bevan;Isaac Kramnick,History,http://books.google.com/books/content?id=PotlkxV-wF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A study of America's national government, egalitarian ideals, and character offers reflections on the effect of majority rule on the rights of individuals and provides insight into the rewards and responsibilities of a democratic government, in a new translation that also includes Two Weeks in the Wilderness, the author's description of the Iroquois, and Excursion to Lake Oneida. Original.",2003.0,4.02,992.0,18286.0
9780140447804,0140447806,The Consolation of Philosophy,not available,Boethius;Victor Watts,Literary Criticism,http://books.google.com/books/content?id=ut44nSC0Ue0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Consolation of Philosophy is perhaps unique in the nature and extent of its influence on Western thinking. An eminent public figure under the Gothic emperor Theodoric, Boethius (c. A D 475-525) was also an exceptional Greek scholar and it was to the Greek philosophers that he turned when he fell from favour and was imprisoned in Pavia. Written in the period leading up to his brutal execution, it is a dialogue of alternating prose and verse between the ailing prisoner and his 'nurse' Philosophy, whose instruction on the nature of fortune and happiness, good and evil, fate and free will, restore his health and bring him to enlightenment. The clarity of Boethius's thought and his breadth of vision made The Consolation of Philosophy hugely popular throughout medieval Europe and his ideas suffused the thought of Chaucer and Dante. This translation makes it accessible to the modern reader while losing nothing of Boethius's poetic artistry and philosophical brilliance.",1999.0,3.97,192.0,7841.0
9780140448146,0140448144,Lysistrata and Other Plays,not available,Aristophanes;Alan H. Sommerstein,Drama,http://books.google.com/books/content?id=GGeyCcSXISoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Lysistrata and The Archarnians, politics as usual takes a backseat to the machinations of, respectively, a group of women and a single peasant, while The clouds takes satiric aim at the philosophers of Athens.",2002.0,3.96,241.0,3723.0
9780140448153,0140448152,Early Greek Philosophy,not available,Jonathan Barnes,Philosophy,http://books.google.com/books/content?id=ooq9SnHIdxIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines early Greek philosophy, which relied on reasoning and forged the first scientific vocabulary, and includes discussion of such topics as Democritus' atomic theory of matter and Pythagorean insights into mathematics.",2001.0,4.09,336.0,2022.0
9780140448948,0140448942,City of God,not available,Augustine;Henry Scowcroft Bettenson;Gillian Rosemary Evans,History,http://books.google.com/books/content?id=SaznVNuqrAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of the great cornerstones in the history of Christian philosophy, The City of God provides an insightful interpretation of the development of modern Western society and the origin of most Western thought. Contrasting earthly and heavenly cities--representing the omnipresent struggle between good and evil--Augustine explores human history in its relation to all eternity. In Thomas Merton's words, ""The City of God is the autobiography of the Church written by the most Catholic of her great saints."" This Modern Library Paperback Classics edition is a complete and unabridged version of the Marcus Dods translation.",2003.0,3.92,1186.0,8508.0
9780140449082,0140449086,The Histories,not available,Herodotus,History,http://books.google.com/books/content?id=x-gAoTSj8qkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of the masterpieces of classical literature, the Histories describes how a small and quarrelsome band of Greek city states united to repel the might of the Persian empire. But while this epic struggle forms the core of his work, Herodotus' natural curiosity frequently gives rise to colourful digressions - a description of the natural wonders of Egypt; an account of European lake-dwellers; and far-fetched accounts of dog-headed men and gold-digging ants. With its kaleidoscopic blend of fact and legend, the Histories offers a compelling Greek view of the world of the fifth century BC.",2003.0,3.98,716.0,32923.0
9780140449143,0140449140,The Republic,not available,Plato;Sir Henry Desmond Pritchard Lee,Philosophy,http://books.google.com/books/content?id=R9PawAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A model for the ideal state includes discussion of the nature and application of justice, the role of the philosopher in society, the goals of education, and the effects of art upon character.",2003.0,3.93,416.0,127393.0
9780140449235,014044923X,Beyond Good and Evil,not available,Friedrich Nietzsche,Philosophy,http://books.google.com/books/content?id=g1msstzpSNcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,New chronology and further reading Translated by R. J. Hollingdale Introduction by Michael Tanner.,2003.0,4.02,240.0,43587.0
9780140449327,0140449329,The Aeneid,not available,Virgil,Literary Criticism,http://books.google.com/books/content?id=3GwIVFFlnDUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Virgil's Aeneid, inspired by Homer and inspiration for Dante and Milton, is an immortal poem at the heart of Western life and culture. Virgil took as his hero Aeneas, legendary survivor of the fall of Troy and father of the Roman race, and in telling a story of dispossession and defeat, love and war, he portrayed human life in all its nobility and suffering.",2003.0,3.83,290.0,937.0
