isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780140449495,0140449493,The Nicomachean Ethics,not available,Aristotle,Philosophy,http://books.google.com/books/content?id=iBoqmEvavawC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Previously published as Ethics, Aristotle's The Nicomachean Ethics addresses the question of how to live well, and originates the concept of cultivating a virtuous character as the basis of his ethical system. This Penguin Classics edition is translated from the Greek by J.A.K. Thomson with revisions and notes by Hugh Tredennick, and an introduction and bibliography by Jonathan Barnes. 'One swallow does not make a summer; neither does one day. Similarly neither can one day, or a brief space of time, make a man blessed and happy' In The Nicomachean Ethics, Aristotle sets out to examine the nature of happiness. He argues that happiness consists in 'activity of the soul in accordance with virtue', for example with moral virtues, such as courage, generosity and justice, and intellectual virtues, such as knowledge, wisdom and insight. The Ethics also discusses the nature of practical reasoning, the value and the objects of pleasure, the different forms of friendship, and the relationship between individual virtue, society and the State. Aristotle's work has had a profound and lasting influence on all subsequent Western thought about ethical matters. Aristotle (384-22 BC) studied at the Academy of Plato for 20 years and then established his own school and research institute, 'The Lyceum'. His writings, which were of extraordinary range, profoundly affected the whole course of ancient and medieval philosophy and are still eagerly studied and debated by philosophers today. If you enjoyed The Nicomachean Ethics, you might like Plato's The Symposium, also available in Penguin Classics.",2004.0,3.93,329.0,22199.0
9780140449518,0140449515,The Birds and Other Plays,not available,Aristophanes;David Barrett;Alan H. Sommerstein,Drama,http://books.google.com/books/content?id=i15nevzKzvoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects five comedies from Aristophanes, including ""The Birds,"" in which two Athenians join the birds to build a utopian city.",1978.0,4.13,336.0,1241.0
9780140714531,0140714537,The Sonnets,not available,William Shakespeare,Drama,http://books.google.com/books/content?id=eGpP36O6JskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents a collection of sonnets along with essays on Shakespeare's life and the theatrical world during his lifetime.,2001.0,4.25,164.0,345.0
9780140714548,0140714545,Hamlet,not available,William Shakespeare,Drama,http://books.google.com/books/content?id=4RbYuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hamlet, Prince of Denmark is faced by a ghost bearing a grim message of murder and revenge, driving the prince to the edge of madness by his struggle to understand the situation and to do his duty.",2001.0,4.01,148.0,1605.0
9780140714555,0140714553,A Midsummer Night's Dream,not available,William Shakespeare,Drama,http://books.google.com/books/content?id=P0CehDJM6c4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Two pairs of star-crossed lovers, a feuding pair of supernatural sprites, and a love potion gone awry all come together in an enchanted moonlit forest.",2000.0,3.94,144.0,984.0
9780140771978,0140771972,Critical Studies,The Great Gatsby,Kathleen Parkinson,Literary Criticism,http://books.google.com/books/content?id=_69cqaa7pnsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A critical analysis of Fitzgerald's great novel explores its intricate patterns, chronology, locations, imagery and use of colour, and how these contribute to a seamless interplay of social comedy and symbolic landscape.",1988.0,3.88,144.0,518.0
9780141000589,0141000589,Sammlung,not available,William Shakespeare,Drama,http://books.google.com/books/content?id=qOVvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This major new complete edition of Shakespeare's works combines accessibility with the latest scholarship. Each play and collection of poems is preceded by a substantial introduction that looks at textual and literary-historical issues. The texts themselves have been scrupulously edited and are accompanied by same-page notes and glossaries. Particular attention has been paid to the design of the book to ensure that this first new edition of the twenty-first century is both attractive and approachable.,2002.0,4.59,1808.0,559.0
9780141001821,0141001828,In the Heart of the Sea,The Tragedy of the Whaleship Essex,Nathaniel Philbrick,History,http://books.google.com/books/content?id=EaqOURNUL88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Recounts the story of the 1820 wreck of the whaleship Essex, which inspired Melville's classic ""Moby-Dick,"" and describes its doomed crew's ninety-day attempt to survive whale attacks and the elements on three tiny lifeboats.",2001.0,4.16,302.0,68051.0
9780141005348,0141005343,How to Build a Time Machine,not available,Paul Davies,Science,http://books.google.com/books/content?id=C1Wx4bkPyM0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Is time travel really possible? Can we break the last cosmic taboo? Yes, says internationally acclaimed writer and physicist Paul Davies. In this highly entertaining and mind-blowing book he reveals how it can be done. Taking us on an astonishing ride into the far reaches of Einstein's universe, this is the ultimate time-traveller's companion.",2002.0,3.82,148.0,65.0
9780141011110,0141011114,The Fabric of the Cosmos,"Space, Time and the Texture of Reality",Brian Greene,Science,http://books.google.com/books/content?id=dpSqvJpLe8oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the bestselling author of The Elegant Universe, Brian Greene's The Fabric of the Cosmos takes us on an irresistible and revelatory journey through the biggest of the big questions. What is reality? Could we exist without space and time? Can we travel to the past? What are the limits of the universe? Brian Greene has made the mysteries of space and time accessible to millions with his acclaimed writings and award-winning TV series. Now he reveals a world more beautiful and bizarre than we could have imagined, where 'dark matter' reigns, space warps and wiggles through eleven dimensions, minute particles dance, fizz and teleport across vast distances, everything is made of vibrating strings and, like an ant on a lily-pad, we may be floating on a sliver of spacetime. Revealing new layers of reality that lie just beneath the surface of our everyday lives, this grand tour of the universe will make you look at the world in a completely new way. 'A must-read' Sunday Times 'Greene takes us to the limits of space and time' Guardian 'Sends the reader's imagination hurtling through the universe on an astonishing ride' The New York Times Brian Greene is well known to many fans as a populariser of theoretical physics. He is the author of the bestselling books about string theory, The Elegant Universe, which was a finalist for the Pulitzer Prize for nonfiction, The Fabric of the Cosmos, and The Hidden Reality. Educated at Harvard and Oxford, he has taught at both Harvard and Cornell and has been Professor of Physics and Mathematics at Columbia University since 1996.",2005.0,4.12,592.0,324.0
9780141016702,0141016701,Henry IV Part Two,not available,William Shakespeare;Adrian Poole,Literary Criticism,http://books.google.com/books/content?id=Ekl2t0UTkloC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Continuing the saga begun in Henry IV Part I, William Shakespeare's history play Henry IV Part II charts the continuing evolution of Prince Hal from roguish troublemaker to noble ruler of men. This Penguin Shakespeare edition is edited by Peter Davison with an introduction by Adrian Poole. Angered by the loss of his son in battle, the Earl of Northumberland supports another rebellion against King Henry IV, bringing the country to the brink of civil war. Sick and weary, the old King sends out his forces, including the unruly Sir John Falstaff, to meet the rebels. But as the conflict grows, he must also confront a more personal problem - how to make his reprobate son Prince Hal aware of the duties he must bear, as heir to the throne. This book contains a general introduction to Shakespeare's life and Elizabethan theatre, a separate introduction to Henry IV Part II, a chronology, suggestions for further reading, an essay discussing performance options on both stage and screen, and a commentary. William Shakespeare (1564-1616) was born to John Shakespeare and Mary Arden some time in late April 1564 in Stratford-upon-Avon. He wrote about 38 plays (the precise number is uncertain), many of which are regarded as the most exceptional works of drama ever produced, including Romeo and Juliet (1595), Henry V (1599), Hamlet (1601), Othello (1604), King Lear (1606) and Macbeth (1606), as well as a collection of 154 sonnets, which number among the most profound and influential love-poetry in English. If you enjoyed Henry IV Part II, you might like Richard III, also available in Penguin Shakespeare. 'The finest, most representative instance of what Shakespeare can do' Harold Bloom",2005.0,3.8,336.0,20.0
9780141023663,014102366X,About a Boy,not available,Nick Hornby,not available,not available,"Screenplay, revised primarily in April, through June 2001.",2000.0,0.0,0.0,0.0
9780141311883,0141311886,The Blue Sword,not available,Robin McKinley,not available,http://books.google.com/books/content?id=nDW2HK7iOVUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Harry, bored with her sheltered life in the remote orange-growing colony of Daria, discovers magic in herself when she is kidnapped by a native king with mysterious powers. Newbery Medal Honor Book, 1983.",2001.0,4.23,272.0,286.0
9780141318301,0141318309,The Twits,not available,Roald Dahl;Simon Callow,not available,http://books.google.com/books/content?id=GXQyHZl0HxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""If a person has ugly thoughts, it begins to show on the face. And when that person has ugly thoughts every day, every week, every year, the face gets uglier and uglier until it looks so ugly you can hardly bear to look at it."" How do you outwit a Twit? Mr. and Mrs. Twit are the smelliest, ugliest people in the world. They hate everything -- except playing mean jokes on each other, catching innocent birds to put in their Bird Pies, and making their caged monkeys, the Muggle-Wumps, stand on their heads all day. But the Muggle-Wumps have had enough. They don't just want out, they want revenge.",2004.0,3.95,96.0,93010.0
